Site,Sample_ID,Date,Species,Pollen,Sample_no,Who,Buffer,Date,Epoch,RNA,NFW,Date,Target_RNA,DF
Gos2,Gos2S10,7.22,Andrena ovatula,yes,10,C,300,5.10.23,788.071,1.02,8.98,6.10.23,800,10
Gos2,Gos2S11,7.22,Sipha flava,no,11,C,200,12.12.23,113.267,3.53,6.47,6.10.23,400,5
Gos2,Gos2S12,7.22,,no,12,C,200,12.12.23,47.716,3.77,6.23,6.10.23,180,2
Nor1,Nor1S1,7.22,Andrena dorsata,no,1,C,300,5.10.23,442.624,1.81,8.19,6.10.23,800,10
Nor1,Nor1S2,7.22,Colletes daviesanus,no,2,C,300,5.10.23,1038.476,0.77,9.23,6.10.23,800,10
,,,,,,,,,519.238,1.54,8.46,6.10.23,800,10
Nor1,Nor1S3,7.22,Andrena flavipes,yes,3,C,300,5.10.23,525.741,1.52,8.48,6.10.23,800,10
Nor1,Nor1S4,7.22,Andrena bicolor,yes,4,C,300,5.10.23,570.817,1.40,8.60,6.10.23,800,10
Nor1,Nor1S5,7.22,Halictus rubicundus,no,5,C,300,5.10.23,396.481,2.02,7.98,6.10.23,800,10
Nor1,Nor1S6,7.22,Andrena bicolor,no,6,C,300,5.10.23,635.368,1.26,8.74,6.10.23,800,10
Nor1,Nor1S7,7.22,Andrena bicolor,no,7,C,300,5.10.23,625.476,1.28,8.72,6.10.23,800,10
Nor1,Nor1S8,7.22,Lasioglossum calceatum,no,8,C,300,5.10.23,238.935,3.35,6.65,6.10.23,800,10
Nor1,Nor1S9,7.22,Andrena bicolor,no,9,C,300,5.10.23,515.354,1.55,8.45,6.10.23,800,10
Nor1,Nor1S10,7.22,Andrena dorsata,yes,10,C,300,5.10.23,753.296,1.06,8.94,6.10.23,800,10
Nor1,Nor1S11,7.22,Andrena convexifrons,no,11,C,300,13.12.23,157.125,2.55,7.45,6.10.23,400,5
Nor1070,Nor1070S1,7.22,Andrena flavipes,no,1,C,300,5.10.23,188.75,2.12,7.88,6.10.23,400,5
Nor1070,Nor1070S2,7.22,Andrena flavipes,no,2,C,300,5.10.23,873.012,0.92,9.08,6.10.23,800,10
Nor1070,Nor1070S3,7.22,Andrena flavipes,no,3,C,500,5.10.23,32.094,4.99,5.01,6.10.23,160,10
Nor1070,Nor1070S4,7.22,Andrena bicolor,yes,4,C,500,5.10.23,420.682,1.90,8.10,6.10.23,800,10
Nor1070,Nor1070S5,7.22,Colletes daviesanus,yes,5,C,500,5.10.23,306.535,2.61,7.39,6.10.23,800,10
Nor1070,Nor1070S6,7.22,Andrena flavipes,no,6,C,500,5.10.23,144.111,2.78,7.22,6.10.23,400,10
Nor1070,Nor1070S7,7.22,Andrena flavipes,yes,7,C,500,5.10.23,731.63,1.09,8.91,6.10.23,800,10
Nor1070,Nor1070S8,7.22,Andrena bicolor,yes,8,C,300,5.10.23,441.137,1.81,8.19,6.10.23,800,10
Nor1070,Nor1070S9,7.22,Andrena flavipes,yes,9,C,300,5.10.23,314.685,2.54,7.46,6.10.23,800,10
Nor1070,Nor1070S10,7.22,Andrena flavipes,yes,10,C,500,5.10.23,747.833,1.07,8.93,6.10.23,800,10
Nor1070,Nor1070S11,7.22,Lasioglossum pauxillum,no,11,C,150,13.12.23,26.879,5.95,4.05,6.10.23,160,2
Nor1145,Nor1145S1,7.22,Andrena flavipes,yes,1,C,500,5.10.23,830.58,0.96,9.04,6.10.23,800,10
Nor1145,Nor1145S2,7.22,Andrena flavipes,no,2,C,500,5.10.23,774.139,1.03,8.97,6.10.23,800,10
Nor1145,Nor1145S3,7.22,Andrena flavipes,yes,3,C,500,5.10.23,869.794,0.92,9.08,6.10.23,800,10
Nor1145,Nor1145S4,7.22,Andrena dorsata,no,4,C,500,5.10.23,594.247,1.35,8.65,6.10.23,800,10
Nor1145,Nor1145S5,7.22,Andrena flavipes,yes,5,C,500,5.10.23,665.775,1.20,8.80,6.10.23,800,10
Nor1145,Nor1145S6,7.22,Andrena flavipes,no,6,C,500,5.10.23,151.643,2.64,7.36,6.10.23,400,5
Nor1145,Nor1145S7,7.22,Andrena flavipes,yes,7,C,500,5.10.23,874.301,0.92,9.08,6.10.23,800,10
Nor1145,Nor1145S8,7.22,Andrena flavipes,no,8,C,500,5.10.23,677.556,1.18,8.82,6.10.23,800,10
Nor1145,Nor1145S9,7.22,Andrena flavipes,yes,9,C,500,5.10.23,178.048,2.25,7.75,6.10.23,400,5
Nor1145,Nor1145S10,7.22,Andrena bicolor,yes,10,C,500,5.10.23,685.315,1.17,8.83,6.10.23,800,10
Nor174,Nor174S1,7.22,Andrena bicolor,no,1,C,500,13.10.23,210.698,1.90,8.10,24.10.23,400,5
Nor174,Nor174S2,7.22,Trypoxylon splendidum,yes,2,C,500,13.10.23,538.664,1.49,8.51,24.10.23,800,10
Nor174,Nor174S3,7.22,,no,3,C,500,13.10.23,290.986,1.37,8.63,24.10.23,400,5
Nor174,Nor174S4,7.22,,yes,4,C,500,13.10.23,248.835,1.61,8.39,24.10.23,400,5
Nor174,Nor174S5,7.22,Lasioglossum parvulum,no,5,C,500,13.10.23,423.46,1.89,8.11,24.10.23,800,10
Nor174,Nor174S6,7.22,,yes,6,C,500,13.10.23,691.054,1.16,8.84,24.10.23,800,10
Nor174,Nor174S7,7.22,Andrena dorsata,no,7,C,150,13.10.23,69.319,2.31,7.69,24.10.23,160,2
Nor174,Nor174S8,7.22,Lasioglossum villosulum,no,8,C,150,13.10.23,53.435,2.99,7.01,24.10.23,160,2
Nor174,Nor174S9,7.22,,no,9,C,150,13.10.23,47.738,3.35,6.65,24.10.23,160,2
Nor174,Nor174S10,7.22,Andrena flavipes,no,10,C,150,13.10.23,379.498,1.05,8.95,24.10.23,400,5
Nor174,Nor174S11,7.22,Andrena flavipes,no,11,C,200,13.12.23,35.89,4.46,5.54,24.10.23,160,2
Nor264,Nor264S1,7.22,Andrena minutula,no,1,C,150,13.10.23,199.193,2.01,7.99,24.10.23,400,5
Nor264,Nor264S2,7.22,Andrena flavipes,no,2,C,150,13.10.23,34.856,4.59,5.41,24.10.23,160,2
Nor264,Nor264S3,7.22,Andrena minutula,no,3,C,150,13.10.23,239.365,3.34,6.66,24.10.23,800,10
Nor264,Nor264S4,7.22,Andrena minutula,no,4,C,150,13.10.23,242.077,3.30,6.70,24.10.23,800,10
Nor264,Nor264S5,7.22,Andrena minutuloides,no,5,C,150,13.10.23,231.477,3.46,6.54,24.10.23,800,10
Nor264,Nor264S6,7.22,Andrena minutula,no,6,C,150,13.10.23,319.882,2.50,7.50,24.10.23,800,10
Nor264,Nor264S7,7.22,Andrena minutula,no,7,C,150,13.10.23,251.529,3.18,6.82,24.10.23,800,10
Nor264,Nor264S8,7.22,Andrena minutula,no,8,C,150,13.10.23,229.013,3.49,6.51,24.10.23,800,10
Nor264,Nor264S9,7.22,Andrena minutula,no,9,C,150,13.10.23,115.446,2.08,7.92,24.10.23,240,3
Nor264,Nor264S10,7.22,Andrena minutula,no,10,C,150,13.10.23,254.069,3.15,6.85,24.10.23,800,10
Nor39,Nor39S1,7.22,Andrena flavipes,yes,1,C,500,13.10.23,558.165,1.43,8.57,24.10.23,800,10
Nor39,Nor39S2,7.22,Andrena flavipes,yes,2,C,500,13.10.23,543.854,1.47,8.53,24.10.23,800,10
Nor39,Nor39S3,7.22,Andrena labialis,no,3,C,500,13.10.23,561.07,1.43,8.57,24.10.23,800,10
Nor39,Nor39S4,7.22,Andrena flavipes,yes,4,C,500,13.10.23,424.45,1.88,8.12,24.10.23,800,10
Nor39,Nor39S5,7.22,Andrena flavipes,yes,5,C,500,13.10.23,565.566,1.41,8.59,24.10.23,800,10
Nor39,Nor39S6,7.22,Andrena flavipes,no,6,C,500,13.10.23,83.4,1.92,8.08,24.10.23,160,2
Nor39,Nor39S7,7.22,Halictus rubicundus,yes,7,C,500,13.10.23,344.526,2.32,7.68,24.10.23,800,10
Nor39,Nor39S8,7.22,Andrena flavipes,yes,8,C,500,13.10.23,769.515,1.04,8.96,24.10.23,800,10
Nor39,Nor39S9,7.22,Andrena flavipes,yes,9,C,500,13.10.23,655.551,1.22,8.78,24.10.23,800,10
Nor39,Nor39S10,7.22,Andrena flavipes,yes,10,C,500,13.10.23,663.963,1.20,8.80,24.10.23,800,10
Nor508,Nor508S1,7.22,Andrena flavipes,yes,1,C,500,13.10.23,814.05,0.98,9.02,24.10.23,800,10
Nor508,Nor508S2,7.22,Andrena flavipes,yes,2,C,500,13.10.23,504.502,1.59,8.41,24.10.23,800,10
Nor508,Nor508S3,7.22,Andrena flavipes,no,3,C,500,13.10.23,739.435,1.08,8.92,24.10.23,800,10
Nor508,Nor508S4,7.22,Andrena flavipes,yes,4,C,500,13.10.23,630.88,1.27,8.73,24.10.23,800,10
Nor508,Nor508S5,7.22,Andrena flavipes,no,5,C,500,13.10.23,472.087,1.69,8.31,24.10.23,800,10
Nor508,Nor508S6,7.22,Andrena flavipes,yes,6,C,500,13.10.23,703.892,1.14,8.86,24.10.23,800,10
Nor508,Nor508S7,7.22,Andrena flavipes,yes,7,C,500,1.11.23,498.621,1.60,8.40,3.11.23,800,10
Nor508,Nor508S8,7.22,Andrena flavipes,no,8,C,500,1.11.23,634.875,1.26,8.74,3.11.23,800,10
Nor508,Nor508S9,7.22,Andrena flavipes,yes,9,C,500,1.11.23,535.743,1.49,8.51,3.11.23,800,10
Nor508,Nor508S10,7.22,Andrena flavipes,no,10,C,500,1.11.23,709.973,1.13,8.87,3.11.23,800,10
Nor578,Nor578S1,7.22,Andrena flavipes,no,1,C,500,1.11.23,380.645,2.10,7.90,3.11.23,800,10
Nor578,Nor578S2,7.22,Andrena flavipes,no,2,C,500,1.11.23,268.813,2.98,7.02,3.11.23,800,10
Nor578,Nor578S3,7.22,Andrena flavipes,no,3,C,500,1.11.23,440.372,1.82,8.18,3.11.23,800,10
Nor578,Nor578S4,7.22,Andrena flavipes,no,4,C,500,1.11.23,474.487,1.69,8.31,3.11.23,800,10
Nor578,Nor578S5,7.22,Andrena flavipes,no,5,C,500,1.11.23,431.004,1.86,8.14,3.11.23,800,10
Nor578,Nor578S6,7.22,Andrena flavipes,no,6,C,500,1.11.23,481.072,1.66,8.34,3.11.23,800,10
Nor578,Nor578S7,7.22,Andrena flavipes,no,7,C,500,1.11.23,425.387,1.88,8.12,3.11.23,800,10
Nor578,Nor578S8,7.22,Andrena flavipes,no,8,C,500,1.11.23,379.103,2.11,7.89,3.11.23,800,10
Nor578,Nor578S9,7.22,,no,9,C,500,1.11.23,61.596,2.60,7.40,3.11.23,160,2
Nor578,Nor578S10,7.22,Andrena flavipes,no,10,C,500,1.11.23,529.37,1.51,8.49,3.11.23,800,10
Nor918,Nor918S1,7.22,Seladonia tumulorum,no,1,C,150,1.11.23,48.245,3.32,6.68,3.11.23,160,2
Nor918,Nor918S2,7.22,Seladonia tumulorum,no,2,C,150,1.11.23,103.548,2.32,7.68,3.11.23,240,3
Nor918,Nor918S3,7.22,Seladonia tumulorum,no,3,C,150,1.11.23,40.721,3.93,6.07,3.11.23,160,2
Nor918,Nor918S4,7.22,Seladonia tumulorum,no,4,C,150,1.11.23,62.291,2.57,7.43,3.11.23,160,2
Nor918,Nor918S5,7.22,Megalocoleus molliculus,no,5,C,150,1.11.23,72.366,3.32,6.68,3.11.23,240,3
Nor918,Nor918S6,7.22,Andrena minutula,no,6,C,150,1.11.23,228.873,3.50,6.50,3.11.23,800,10
Nor918,Nor918S7,7.22,Seladonia tumulorum,no,7,C,150,1.11.23,66.511,2.41,7.59,3.11.23,160,2
Nor918,Nor918S8,7.22,,no,8,C,150,1.11.23,121.395,1.98,8.02,3.11.23,240,3
Nor918,Nor918S9,7.22,Andrena flavipes,no,9,C,150,1.11.23,138.484,2.89,7.11,3.11.23,400,5
Nor918,Nor918S10,7.22,Andrena minutula,no,10,C,150,1.11.23,247.97,3.23,6.77,3.11.23,800,10
Nor918,Nor918S11,7.22,Andrena dorsata,?,1,P,500,28.03.24,460.593,1.74,8.26,28.03.24,800,10
Nor918,Nor918S12,7.22,Andrena dorsata,?,2,P,500,28.03.24,433.661,1.84,8.16,28.03.24,800,10
Nor918,Nor918S13,7.22,,?,3,P,500,28.03.24,576.003,1.39,8.61,28.03.24,800,10
Nor918,Nor918S14,7.22,Andrena dorsata,?,4,P,500,28.03.24,550.063,1.45,8.55,28.03.24,800,10
Nor918,Nor918S15,7.22,,?,5,P,500,28.03.24,269.034,2.97,7.03,28.03.24,800,10
Nor918,Nor918S16,7.22,,?,6,P,500,28.03.24,394.818,2.03,7.97,28.03.24,800,10
WM1249,WM1249S1,7.22,Andrena flavipes,yes,1,C,500,1.11.23,327.706,2.44,7.56,3.11.23,800,10
WM1249,WM1249S2,7.22,Andrena hattorfiana,no,2,C,500,1.11.23,351.685,2.27,7.73,3.11.23,800,10
WM1249,WM1249S3,7.22,Andrena bicolorata,yes,3,C,500,1.11.23,147.846,1.62,8.38,3.11.23,240,3
WM1249,WM1249S4,7.22,Andrena flavipes,no,4,C,500,1.11.23,489.943,1.63,8.37,3.11.23,800,10
WM1249,WM1249S5,7.22,Andrena flavipes,yes,5,C,500,1.11.23,429.744,1.86,8.14,3.11.23,800,10
WM1249,WM1249S6,7.22,,yes,6,C,500,1.11.23,203.846,1.96,8.04,3.11.23,400,5
WM1249,WM1249S7,7.22,,yes,7,C,500,1.11.23,177.148,2.26,7.74,3.11.23,400,5
WM1249,WM1249S8,7.22,Andrena flavipes,no,8,C,500,1.11.23,130.29,1.84,8.16,3.11.23,240,3
WM1249,WM1249S9,7.22,Andrena flavipes,yes,9,C,500,1.11.23,298.832,2.68,7.32,3.11.23,800,10
WM1249,WM1249S10,7.22,Andrena flavipes,no,10,C,500,1.11.23,736.623,1.09,8.91,3.11.23,800,10
WM1316,WM1316S1,7.22,Colletes daviesanus,no,1,C,200,1.11.23,43.388,3.69,6.31,3.11.23,160,2
WM1316,WM1316S2,7.22,Colletes daviesanus,no,2,C,200,1.11.23,75.042,2.13,7.87,3.11.23,160,2
WM1316,WM1316S3,7.22,,no,3,C,500,13.12.23,49.885,3.21,6.79,3.11.23,160,2
WM1316,WM1316S4,7.22,Megachile pilidens,no,4,C,500,13.12.23,209.3,3.82,6.18,3.11.23,800,10
WM1316,WM1316S5,7.22,Colletes daviesanus,no,5,C,300,13.12.23,52.676,3.04,6.96,3.11.23,160,2
WM1316,WM1316S6,7.22,,no,6,C,500,13.12.23,83.03,2.89,7.11,3.11.23,240,3
WM1316,WM1316S7,7.22,Colletes daviesanus,no,7,C,300,13.12.23,223.378,3.58,6.42,3.11.23,800,10
WM1316,WM1316S8,7.22,,no,8,C,500,13.12.23,120.96,3.31,6.69,3.11.23,400,5
WM1316,WM1316S9,7.22,Andrena flavipes,no,9,C,500,13.12.23,119.353,3.35,6.65,3.11.23,400,5
WM1316,WM1316S10,7.22,Andrena flavipes,yes,10,C,500,13.12.23,207.854,3.85,6.15,3.11.23,800,10
WM32,WM32S1,7.22,Andrena flavipes,no,1,C,500,13.12.23,324.873,2.46,7.54,3.11.23,800,10
WM32,WM32S2,7.22,Andrena flavipes,no,2,C,300,9.1.24,158.462,2.52,7.48,3.11.23,400,5
WM32,WM32S3,7.22,Andrena flavipes,no,3,C,300,9.1.24,120.913,3.31,6.69,3.11.23,400,5
WM32,WM32S4,7.22,,no,4,C,300,9.1.24,97.331,2.47,7.53,3.11.23,240,3
WM32,WM32S5,7.22,,no,5,C,300,9.1.24,78.774,3.05,6.95,3.11.23,240,3
WM32,WM32S6,7.22,Andrena flavipes,yes,6,C,500,9.1.24,142.833,2.80,7.20,3.11.23,400,5
WM32,WM32S7,7.22,Andrena flavipes,no,7,C,500,9.1.24,114.8,3.48,6.52,3.11.23,400,5
WM32,WM32S8,7.22,Andrena flavipes,no,8,C,500,9.1.24,541.038,1.48,8.52,3.11.23,800,10
WM32,WM32S9,7.22,Andrena flavipes,yes,9,C,500,9.1.24,128.742,3.11,6.89,3.11.23,400,5
WM32,WM32S10,7.22,Andrena flavipes,yes,10,C,500,9.1.24,146.125,2.74,7.26,3.11.23,400,5
WM597,WM597S1,7.22,Andrena flavipes,yes,1,C,500,9.1.24,155.686,2.57,7.43,3.11.23,400,5
WM597,WM597S2,7.22,Andrena flavipes,yes,2,C,500,9.1.24,180.956,4.42,5.58,3.11.23,800,10
WM597,WM597S3,7.22,Andrena flavipes,yes,3,C,500,9.1.24,133.08,3.01,6.99,3.11.23,400,5
WM597,WM597S4,7.22,Andrena flavipes,no,4,C,500,9.1.24,134.721,2.97,7.03,3.11.23,400,5
WM597,WM597S5,7.22,Andrena flavipes,yes,5,C,500,9.1.24,179.583,4.45,5.55,3.11.23,800,10
WM597,WM597S6,7.22,Andrena flavipes,yes,6,C,500,9.1.24,160.56,2.49,7.51,3.11.23,400,5
WM597,WM597S7,7.22,Andrena flavipes,yes,7,C,500,9.1.24,175.973,4.55,5.45,3.11.23,800,10
WM597,WM597S8,7.22,Andrena flavipes,yes,8,C,500,9.1.24,124.446,3.21,6.79,3.11.23,400,5
WM597,WM597S9,7.22,Andrena flavipes,yes,9,C,500,9.1.24,175.843,4.55,5.45,3.11.23,800,10
WM597,WM597S10,7.22,Andrena flavipes,yes,10,C,500,9.1.24,113.889,3.51,6.49,3.11.23,400,5
WM630,WM630S1,7.22,Andrena flavipes,yes,1,C,500,9.1.24,200.462,3.99,6.01,3.11.23,800,10
WM630,WM630S2,7.22,Andrena flavipes,yes,2,C,500,9.1.24,169.166,2.36,7.64,3.11.23,400,5
WM630,WM630S3,7.22,Andrena flavipes,no,3,C,500,9.1.24,269.996,2.96,7.04,3.11.23,800,10
WM630,WM630S4,7.22,Andrena flavipes,no,4,C,500,9.1.24,124.625,3.21,6.79,3.11.23,400,5
WM630,WM630S5,7.22,Andrena flavipes,yes,5,C,500,9.1.24,219.115,3.65,6.35,3.11.23,800,10
WM630,WM630S6,7.22,Andrena flavipes,yes,6,C,500,9.1.24,176.691,2.26,7.74,3.11.23,400,5
WM630,WM630S7,7.22,Andrena flavipes,no,7,C,500,9.1.24,354.32,2.26,7.74,3.11.23,800,10
WM630,WM630S8,7.22,Andrena flavipes,no,8,C,500,9.1.24,142.833,2.80,7.20,3.11.23,400,5
WM630,WM630S9,7.22,Andrena flavipes,no,9,C,500,9.1.24,147.959,2.70,7.30,3.11.23,400,5
WM630,WM630S10,7.22,Andrena flavipes,no,10,C,500,9.1.24,146.501,2.73,7.27,3.11.23,400,5
